article,rating
"The first person to use the term ""occupational therapy"" was George Edward Barton. He opened a facility for people with a wide range of physical and mental conditions in 1914. The term came from his conviction that occupations - activities with a clear purpose - were necessary to help patients recover. In 1917, 100 years ago, the National Society for the Promotion of Occupational Therapy (now the American Occupational Therapy Association [AOTA]) was founded, making OT an official profession. The AOTA remains the primary professional organization for OT practitioners and has grown to about 60,000 members. In 1918,soldiers began returning home from World War I, in many cases with disabilities. Occupational therapy techniques helped these soldiers figure out what adaptations were necessary to live with their new conditions. Today occupational therapists work with people of all ages and life situations. They typically start by evaluating the client's goals and abilities and then use",2
"Voices rise and blend together, creating  beautiful music. This is a cappella  -  the  oldest form of singing. Traditionally, no instruments accompany the voices. However, in contemporary a cappella, singers use their voices and bodies to imitate the sound of instruments such as drums and guitar. The art form has grown in popularity partly because of the success of the Pitch Perfect movies about college a cappella groups. A rising star in the a cappella world is The Wanted, comprised of mostly college students. Despite their youth, they have already enjoyed some significant achievements. Last year they won first place in VoiceJam, an international a cappella competition in the United States. Everyone present marveled at their singing and stage presence.  We had a chance to talk with them and their coach when they visited Studio Classroom.",2
"Chiloe, a beautiful island chain, lies off the coast of southern Chile. The islands' hills, forests and colorful wooden houses on stilts make it special. Spain conquered Chiloe's main island in 1567, and its culture combined with the local tribes' traditions. The result is a beautiful, unique place that is worth visiting. Chiloe Island is known for its many traditional wooden churches from the 17th and 18th centuries. Because of their beauty and cultural significance, 16 of them are UNESCO World Heritage Sites. Local carpenters built them using methods they learned from building ships. The builders placed these churches on hilltops so people on ships could see them and use them to navigate. Their location also helped prevent them from being flooded. Chiloe's culture also includes delicious food that every visitor should try. Chileans have been growing potatoes for centuries, and Chiloe has hundreds of types. Locals like to eat them in a meat, fish and potato stew called curanto en olla.",2
"Not all of Chiloe¡¦s beauty is manmade. The islands possess great natural beauty, including gentle hills, thick forests and rocky shores. Those who want to see this beauty for themselves should visit the Chiloe National Park. This 430-square-kilometer park stretches along the coast of the Pacific Ocean across vast forests. Visitors can explore this park by hiking, kayaking or horseback riding. Just north of the park is a forest whose floor sank two meters during an earthquake. It was then flooded during the tsunami that followed. From the nearby village of Chepu, guests can take a kayak out to enjoy this rare sight. Animal lovers can see a huge variety of birds and mammals in the park. They can also visit three islands where two types of penguins lay their eggs. Other types of birds and blue whales also visit the area around those islands.",2
"What are made with feathers and have been slowly making their way across the world for over 2000 years? Foot shuttlecocks! Called jianzi in China, the shuttlecock, as well as the sport, has many different names worldwide. Players of the popular game must keep the shuttlecock in the air using their feet or any other body part except their hands. Typically, a shuttlecock is made of four feathers attached to a weighted rubber pad or plastic disc. The feathers stabilize the shuttlecock's flight through the air. Informal play can take place anywhere. Some people practice on their own using short kicks to keep the shuttlecock airborne. In group play, players propel the shuttlecock high through the air as they pass it from person to person. Besides keeping the shuttlecock off the ground, they want to show off their skills. Competitive play takes place on special courts, and players in teams kick the shuttlecock over a net. Teams score points when the shuttlecock hits the ground on the opposing team's side of the net. Play is fast-paced and rigorous. Foot shuttlecock play began before the Han dynasty. It may have evolved from cu ju, a ballgame used to train and relax soldiers. The sport spread across Asia and remains very popular today. In mainland China, coworkers organize games during breaks. Individuals of all ages practice jianzi every day for health and diversion. Many swear to its benefits as daily exercise. One man, Fan Tianyuan, had surgery for cancer at the age of 58. Six months later, he won a jianzi competition with 1,798 kicks in a row! In 1999 several countries formed the International Shuttlecock Federation to facilitate international competitions. China and Vietnam are deemed the best competitors, but European nations such as Germany and France also make strong showings in world championships. For official competitions, the standard shuttlecock, featherball or jianqiu, has four goose or duck feathers of equal length, which are short and the same color. However, everyday shuttlecocks can be made of any kind of feather, from chicken to ostrich! All of them have two things in common: fun and exercise!",2
"Wait. You've always wanted to do that, too?! Why don't we do it this summer?!""  Ttat was how it started. My sister and I were talking on the phone when the topic of forest firefighting arose. And, before we knew it, we were seriously talking about doing it together that summer. Fighting wildfires as a summer job may sound bizarre, but it's not uncommon in the western United States. There are at least 50,000 wildfires annually in the U.S., a high number of which occur in the western states. And of course, most occur during the hot months of the year, between May and September. Hence, the need for people willing to work summers fighting these fires is real! Federal agencies, such as the U.S. Forest Service and the Bureau of Land Management, as well as private contractors, hire thousands of seasonal firefighters each year. Through a friend, my sister and I were introduced to one of these private contractors. He agreed to hire us for his crew if we took a training course and passed the pack test. Our training consisted of an intensive two-day course on the basics of wildfire management. We learned what causes wildfires, the tools and techniques for fighting them and safety guidelines. The arduous pack test requires a person to walk three miles in under 45 minutes while carrying a 45-pound pack. Since most beginners work on line, engine or Hotshot Crews - all extremely physical - everyone needs to pass this test. And we did! We learned that fighting forest fires involves more than simply spraying water on flames. The goal is to contain the fire, not put it out entirely. This is done mainly with shovels and tools used to remove plants and roots from the ground, creating a line of dirt around the fire. After this, crews watch the line to ensure the fire doesn't flare up. We also did ""mop-up"" tasks - going into the burned areas and dousing or burying hot spots, such as burning tree trunks. Firefighting is difficult and hazardous But it's also rewarding and definitely one of the best summer jobs my sister and I ever had. ",2
"""I need a beach vacation"" I said to my friend Eve, I who responded with, ""Where shall we go?""  We I agreed that Singapore would be ideal! We chose a casual resort on Sentosa Island that looks out over Singapore Strait Because it is a two-minute walk to Siloso Beach, we frequented it every day - often before breakfast. We couldn't spend our entire time on the beach, so one day we ventured over to the Singapore Zoo. We stayed into the evening to experience Singapore's Night Safari. This nocturnal zoo offers a different experience - including a snake that slithered across our path! We explored part on foot and then hopped on a tram to ride through big game country in the inky blackness. Another day we strolled through the 156-year-old Singapore Botanic Gardens, a UNESCO Worid Heritage Site. At the north end, the National Orchid Garden features the world's largest collection of tropical orchids - lovely! And we didn't miss Jurong Bird Park, the Raffles Hotel or shopping, either. Having dinner and watching the sunset at one of the outdoor cafes on our beach was the perfect ending to each perfect day.",2
"When Merriam Cooper was a boy, he loved reading novels like Lost in the Jungle and Wild Life Under the Equator, both of which were written by Paul Du Chaillu. Set in Africa,they told exciting tales of imaginary native tribes battling hippopotamuses and man-eating tigers. Years later, Cooper joined the U.S. military and flew bombing missions during the First World War. After the conflict ended, he met Ernest B. Schoedsack, an expert with movie cameras. The two of them traveled around eastern Africa and India. Moved by their own adventures, they decided to begin making movies that could capture the danger and delight of exploring strange lands, living with native tribes and dealing with hostile creatures. After making three movies, namely, Grass, Chang and The Four Feathers, the partners came up with the idea of making one about a giant gorilla. Originally, they wanted to use a real gorilla in the movie. That turned out to be too expensive, however, so they instead used a model of a gorilla and a new technique called stop-motion photography to bring the creature to life. The resulting movie was King Kong. In 1976, Kong's unfortunate story was retold with a man in a suit with makeup and a robot. When director Peter Jackson got his hands on Kong in 2005, Kong was portrayed by an actor and special effects. While the major ""King Kong movies tell a similar story, Kong has been portrayed in many different ways over the years. In one of the sillier movies, King Kong Escapes (1967), he fights a mechanical copy of himself. King Kong Lives (1986) takes a stranger turn with Kong surviving his famous tumble and falling for Lady Kong.",2
"In January, then I President-elect I Donald Trump told the Wall Street Journal he would keep sanctions imposed by the Obama administration against Russia in place ""for a period of time."" He said he would lift them should Russian President Vladimir Putin prove that he can be an ally. ""If you get along and if Russia is really helping us, why would anybody have sanctions if somebody's doing some really great things?"" Trump was quoted as saying during an interview with the Journal a week before he was inaugurated. At stake is whether Trump will take a conciliatory stance against Russia after President Obama s sanctions for cyberattacks aimed at interfering with the 2016 presidential campaign. After Russian operatives were expelled from the U.S., Russia's president said his government wouldn't retaliate because he was waiting for Trump to take office. Trump responded with a Twitter post in which he called Putin ""Very smart."" In mid-January Trump did acknowledge that Russia was responsible for hacking email accounts of the Democratic National Committee and Hillary Clinton's campaign chairman. He has nonetheless said that he hopes to have a better relationship with Moscow.",2
"Dungeness crab are forecast to take a hit from ocean acidification driven by fossil-fuel combustion, according to a new study. Though the populations of the Dungeness crab fluctuate year by year, their overall abundance by 2063 could be about 30 percent lower, according to Issac Kaplan, a co-author of the study. ""We think that there will be a moderate decline in a species that is really economically important,"" said Kaplan. The study was published in Global Change Biology and had nine co-authors.
Scientists have found that the seawater is growing more acidic due to carbon-dioxide emissions. While most of this carbon dioxide goes into the atmosphere, about a third of it is absorbed by the oceans. As this acidity rises, the water can be more corrosive on some animals' shells or skeletons as documented in the 2013 Seattle Times series ttSea Change""",2
"In January, European governments, stunned by President-elect Donald Trum's remarks slamming NATO and saying other European Union nations would follow the U.K. out of the blocT called for cool heads and closer unity. In interviews with the Times of London and Germany's Bild, Trump said leaving the 28-nation EU would be good for Britain. And he described the 67 year-old North Atlantic Treaty Organization as obsolete. Trump's remarks call into question the depth of U.S. support for European defense and trade, which has helped cement the region's post-World War II order and brought former Soviet-bloc countries into the EU and NATO.  Trump also promised the U.K. a quick trade agreement and portrayed the EU as an instrument of German domination designed with the purpose of beating the U.S. in international trade. For that reason, Trump said, he's fairly indifferent to whether the EU stays together, according to BUd. The remarks are causing ""astonishment"" and ""agitation"" across the EU and concern at NATO headquarters, German Foreign Minister Frank-Walter Steinmeier told reporters in January. ""We do expect our American partner to stick to commitments under international law and to WTO rules.""",2
"On August 26,2013, I stood outside Winston Churchill High School in Potomac, Maryland. I was about to begin my freshman year in an American high school. Growing up in Taipei, I'd always thought of high school as scary. My older friends complained about getting just three hours of sleep a night because of all the homework. Some even told me that upperclassmen would throw underclassmen into trashcans. Trembling, I opened the door and started down the hallway lined with lockers Students stood at their lockers getting out supplies. The locker doors slammed shut as students headed to their first class. Soon I was heading to mine. There were seven class periods a day with each 45-minute class in a different classroom. Students had five minutes to get from one class to another, but it usually took longer because the hallways were so packed. Students often shoved one another out of their way to make it in time. At first I kept to myself to avoid attention, but then I realized that I'd been scared for no reason. High school was anything but a horrifying place, and people did not get thrown into trashcans!",2
"As Sunny and her friend Peggy from Hong Kong tour Taipei on YouBikes, Sunny fills her friend in on some of the local traffic rules.  Peggy:Getting around Taipei is really convenient. You can ride a YouBike everywhere. A lot of people seem to be riding bicycles.  Sunny : There are several rules you have to follow though. Peggy:Are bicycles on the road considered pedestrians or vehicles? Sunny :Bicydes are treated as ""slow-moving vehicles"" You can ride them on normal roads, but only on the right side. Peggy :Oh, OK. Sunny:Taipei has many bike lanes that separate bikes and pedestrians, and we re going to ride on bike exclusive lanes If you ride in a shared-use lane on a sidewalk, you have to yield to pedestrians. Electric bikes are barred from sidewalk bike lanes or dty district bike paths for safety reasons becsuse they can go up to 25 kilometers per hour. Peggy:Is that an elementary school up ahead? It looks like kids are headed home. Sunny:Let's get off our bikes and walk them along the bike path. Peggy:OK....Some people are riding their bikes on sidewalks under the overhangs of buildings. Is that allowed? Sunny:They are for pedestrians only. Violators can be fined from NT$300 to NTS600. Peggy:There's a green light. Can we make a direct left turn? Sunny:At this intersection, we need to turn left in two separate steps, like motorbikes. Also, it's against the law to use a mobile phone while riding a bike, riding at night without a light, riding after drinking, carrying a passenger, riding in the wrong direction, going through a red light or riding side by side. Peggy:Wow. I've learned a lot today. The next time I come to Taiwan with friends, I can take them around Taipei by bike!",1
"Bees are amazing! They are also very important. Everyone knows that honeybees make honey. But bees do a lot of other things, too. They make beeswax which can be used for everything from food to hand cream. They also help people grow food. When bees collect pollen for food, they pollinate plants. Many fruit and nut trees are pollinated by bees. Most bees live in hives, in groups called colonies. Each colony has thousands of worker bees but only one queen . The queen's job is to produce eggs. Without a queen, a colony will die. All worker bees are female. They clean the hive, make honey and take care of the eggs. Colonies also have a few male bees called drones. They don't stay in a hive very long. People that take care of bees are called beekeepers. Right now, they have a big problem. Many bees are leaving their hives and disappearing. Nobody is really sure why this is happening. A polluted environment might be one problem. Poisons  that farmers use might also be a problem. The bees could also be getting sick. But people need to solve this problem. We need healthy bees!",1
"Taylor:Hey, Susie. What are you doing? Susie: I am covering a news  story. Taylor: Oh, right. There is a volleyball tournament at the high school. Susie:Yes. I'm excited. And Alex is coming to help. We can watch the teams play, too. Taylor:Excellent. How many volleyball teams are in the tournament? Susie: There are 16 teams in the competition. Taylor:Great. Have fun!",1
"Alex:Wow, Susie. This is exciting! Susie:There are some excellent volleyball players here today. Alex:Yes. The players have great skills! They move  fast, too. Susie: And they hit  the ball hard. Alex: Don't they hurt their hands ? Susie: I guess not. Well, these two teams are both good. Alex:True. But I hope the red team wins!",1
"Happy St. Patrick s Day! Today is a national holiday in Ireland. People have a day off, and many watch a parade The biggest one is in Dublin, Ireland's capital city. People enjoy visiting Ireland any time of the year. The country has something interesting for everyone. The best way to see Ireland is by car. Driving in Ireland takes one through the lovely  green country. Many visitors want to see Ireland's castles. One of the most famous is Blarney Castle. Here, many visitors kiss  the Blamev Stone. Old stones say that kissing the stone gives you the gift  of speaking well. Blarney Castle has beautiful flower gardens, too. People can also stay in some Irish castles where they can live like kings. One beautiful sight in Ireland is the cliffs stretch eight kilometers along the west coast of Ireland. From the cliffs, people can see beautiful views. They can also watch many sea birds that make their homes in the cliffs. In Dublin, people visit Trinity College  Library to see the famous Book of Kells. This beautiful book was created around A.D. 800!",1
"Steve and Jack were in the same class at school. They both played on the baseball  team, too. Jack was a good player. He loved baseball and practiced every day. Steve liked baseball, too. He practiced hard, but he was not a very good player. Steve liked Jack. They were friends. But sometimes, Jack made Steve feel bad. Last week, Steve and Jack had a big game. Everybody wanted to win. And everybody was nervous. Jack was especially nervous. He talked to Steve before the game. ""Hey, Steve,"" he said. This is an important game. Sometimes you make mistakes when you play. Please don't make any errors  today. If you do, we might lose."" Steve felt terrible. Did Jack expect him to be perfect? Everybody makes mistakes. ""I don't always mess up."" Steve thought to himself. But they didn't win. Steve made a lot of mistakes and the team lost the game. Today there is another game. Steve is so nervous that he is shaking. The game starts. It is Steve's turn. He has to follow Jack at bat. Here comes the ball!",1
"The world has many different cultures. Each culture has different traditions. Here are five interesting traditions. Happy Birthday  There is an interesting birthday tradition in Ireland. People hold the birthday child UCSidfi down. Then they bump his or her head lightty on the floor. The number of bumps is the same as the child s age People believe this tradition brings good luck. Weddings Denmark has a special tradition for people who aren't married People who aren't married by their 25th birthdays, are showered with nnnamon. If you still aren't married by your 30th birthday, you get showered with pepper. Niger has a special wedding tradition, too. At some weddings, a cafnfil dances at the party! Guests stand around a came! and watch it dancing to the beat of a drum. Lucky Children In Central America, people have a special birthday tradition. A colorful is  filled with candy. Children try to hit the piftata with a stick. When they break the piflata, the candy falls out. Then the party begins! In Greece, when a child loses a baby tooth, he or she throws it on the roof. As the child throws the tooth, he or she wishes for strong aduit teeth.",1
"Gustav: Yvette, I know how much you enjoy visiting some of the older parts of Taipei, such as Dihua Street and the Wanhua area, formerly known as Monga. But what can you tell me about the Taipei Botanical Garden, especially the Guest House of Imperial Envoys inside the garden? Yvette: It¡¦s been some time since I've headed over to that part of the city. That building was part of the Bu-Cheng-Shih-Sz Office in the Ching Dynasty. Gustav: So high-level officials from imperial China stayed there during their visit. Yvette: That¡¦s correct. But keep in mind that the building was constructed in 1892, and just three years later Taiwan was under Japanese control. Gustav: Okay, because clearly from an architectural standpoint, it¡¦s not of Japanese design. Now I see why, as it had already been built by the time of Japan¡¦s arrival in 1895. Yvette: What makes it so important architecturally is it¡¦s the only remaining Ching Dynasty administrative building in Taiwan. Gustav: It¡¦s a building of understated beauty. With all the lush vegetation of the botanical garden that surrounds it, any envoy staying there must have enjoyed being serenaded by birds and cicadas. Yvette: Remember, though, that it was originally situated on the land now occupied by Zhongshan Hall. It was moved to its present location by the Japanese in 1933. The original complex was seven times larger than what stands in the Taipei Botanical Garden today. Yvette: Remember, though, that it was originally situated on the land now occupied by Zhongshan Hall. It was moved to its present location by the Japanese in 1933. The original complex was seven times larger than what stands in the Taipei Botanical Garden today. Gustav: So, if the whole thing had been relocated , it would¡¦ve occupied a huge chunk of the botanical garden. Yvette: Indeed. But even though it was used as lodgings for envoys in the Ching Dynasty, from 1895 to 1919 it functioned as the office of the Governor General of Taiwan. Gustav: The official holding this position was no doubt Japanese. Yvette: No doubt. By 1919 the new Governor General¡¦s Office was completed. Today we call that the Presidential Office Building. Gustav: I heard that structure was heavily damaged in bombing runs by the United States military. Yvette: That¡¦s true. That happened in 1945 in May. Gustav: And the Japanese governor general escaped unharmed I suppose. Yvette: Yes. Speaking of damage inflicted by U.S. planes at the time, it¡¦s said that some of the oldest palms in the botanical garden still have bullet holes in them from stratlng by low-flying American fighters. We¡¦re talking about the ones near the Bo Ai Road entrance to the garden. Gustav: The Guest House of Imperial Envoys wasn¡¦t targeted. Yvette: Thankfully.",2
"Cass: Before we play video games check out- my latest DIY project. Vickie: Whoa, are those made of floppy disks? Cass: Yep. Since my brother is really into gardening right now, I made him a set of floppy disk planters. They were superisingly eady to make, but don't tell him that. Vickie: My lips are sealed ! Why did you have so many floppy disks laying around? Cass: So-called outdated technology is really useful. You know, a lot of successful people in the world don¡¦t use email. Vickie: Name one. Cass: Sure. John Paul Dejoria, CEO of Paul Mitchell hair care products, refuses to use email. I¡¦ll name another for good measure Christopher Nolan, the director of the Batman trilogy, and tons of other blockbusters, refuses to use a mobile phone. Vickie: I can't believe that!Cass: I couldn¡¦t either, but the proof is in the pudding and their reasons are pretty good. Dejoria is a fan of writing letters and making phone calls because he thinks emails are too impersonal. In his words, it helps him focus on the ¡§vital few.¡¨ Vickie: What about Christopher Nolan? I always thought Hollywood was a high-tech place. Cass: Well, Nolan is a little different. He never needed to begin using email and he actually does use other people¡¦s cell phones. But he thinks cell phones are a distractions and a time suck so he¡¦s very happy without his own. Vickie: Maybe it¡¦s easy for high-powered executives to live without email because they can boss everyone else around. Cass: That¡¦s probably true. I like old technology too, though. I think it¡¦s charming. If I keep using my old stuff, then I don¡¦t have to troubleshoot any new problems. For example, I always know when my 10-year-old printer is going to fail me and I always know exactly how to fix it. Plus, using old tech lowers my environmental impact. Don¡¦t you know anyone who loves outdated technology? Vickie: Yeah, the retro style is so trendy right now. All of my friends have instant cameras, even though the pictures look so bad. I even saw an app to make smartphone videos look like videotape recordings. Cass: I like retro tech because it¡¦s simple and fun to tinker with. However, I'm undecided about brand new products that look old. Vickie: Really? I think it¡¦s irresistible! Actually, I have a pillowcase with a cassette tape print. I think marketers know how to appeal to our love for outdated technology. Cass: I know what you mean. The other day, I saw a car commercial that combined real life with a 1987 Nintendo game. It gave me such a strong feeling of nostalgia that I went out to test drive the car. Can you believe that? Vickie: Wow, show me the commercial. Cass: Okay. You can watch while I set up the video game. ",2
"Carmen: I can¡¦t believe we finally saved up enough to do this. Ezra: Me neither. This has been a dream of ours for what, five years? Carmen: Just about. Ever since my cousin Daniela showed us photos of Amalfi, we¡¦ve had it at the top of our travel bucket lists. We¡¦ll be able to explore the Sorrentine Peninsula, including Sorrento, Positano, and Amalfi, where we¡¦ll be based. Ezra: Don¡¦t forget the island of Capri! We have to see the magical Blue Grotto¡Xa sea cave filled with dazzling azur light. The mouth of the cave is only one meter high and two meters wide, so people can only enter if they lie flat in a rowboat guided by an oarsman. Carmen: The blue grotto was both a water temple and a personal swimming pool of Roman Emperor Tiberius in the first century. It¡¦s cool and all, but I¡¦m a little scared of that, to be honest. Ezra: If the tide¡¦s too high or the waves are too choppy, the oarsmen won¡¦t take tourists in. Carmen: That¡¦s a relief. If the conditions are right, let¡¦s go for it! Swimming¡¦s not allowed, though. I read that the miraculous light is created by light coming through two holes ¡Xthe mouth of the cave, and a much larger hole beneath the water, invisible to the naked eye People can see how light- filled the water is. It¡¦s enchanting! Ezra: The rest of the Amalfi Coast is famously picturesque, too. Lonely Planet zones in on my favorite part: ¡§coastal mountains plunge into the sea in a stunning vertical scene of precipitous crags, picturesque towns and lush forests.¡¨ The dramatic beauty is unmatched ,which is why it¡¦s been a tourism hotspot for centuries.  Carmen: Don¡¦t get me wrong, I appreciate the gorgeous views of aqua sea from the jagged cliffs, and I¡¦m excited to do touristy things, like drink limoncello, eat gelato, and enjoy the beach. I just think Amalfi¡¦s history as the capital of a maritime republic and big trading power is the coolest part. It was established as a trading post in the 4th century! Ezra: The Amalfi Coast was listed as a UNESCO World Heritage Site in 1997 for its cultural landscape. In the Middle Ages, the town was the capital of the Duchy of Amalfi, a de facto independent state. Its merchants dominated the trading scene in the Mediterranean in the 10th and 11th centuries, before being overpowered by Pisa and Venice. Carmen: Amalfi fell to the Normans in 1073, and failed twice to regain power. It had previously been able to free itself from Byzantine vassalage in 839. Ezra: How does all that affect present-day Amalfi? Carmen: After its Medieval period, Amalfi became a popular tourist destination among English aristocracy and remains so among globe-trotters. Visitors love the steep, narrow lanes and the beautiful 11th century cathedral. Today, its small population hovers around 5,000.",2
" Donna: Back home in Missouri, in the house you grew up in, did you have a pantry? Thane: We had one wall in the kitchen that had a floor-to-ceiling cabinet. It looked like a clothes closet with two big doors. Inside were many shelves holding many types of food. A lot of the stuff was canned goods, like soup, canned corn, canned tuna, and whatnot. But my mom also kept pasta in there and things like bagged beans. On the bottom shelf she kept things like fresh potatoes, yams and onions. Donna: I¡¦m just asking because I¡¦ve heard that other folks have an entire room called a pantry. I think it¡¦s also for storing food. Thane: People with big homes definitely might have walk-in pantries. Why do you ask? Donna: My teacher at the English bushiban gave us a handout about the ¡§Little Free Pantry¡¨ in Fayetteville, Arkansas, and he wants us to talk about it in class next week. Thane: Coincidentall , I read about that online. It¡¦s basically a wooden box on a pole next to a sidewalk in a low-income area of town. Donna: Considering its size and appearance shouldn¡¦t it be called a ¡§cupboard¡¨ instead of a pantry? Thane: One potential problem with calling it a cupboard is that indicates cups, glasses, bowls, dishes and the like. Or, if you¡¦re a Harry Potter reader, you might think of a broom closet under the stairs ¡X referred to as a ¡§cupboard¡¨ in those books. Donna: The purpose of the Little Free Pantry is to address food insecurity. Thane: Which is a euphemism for hunger, isn¡¦t it? Donna: Or the idea that some people don¡¦t know where their next meal is coming from. So, for people of Fayetteville who might otherwise go to bed hungry, this pantry box is a real godsend. Thane: I¡¦ll say. The food placed in there lasts no longer than 40 minutes on average. Clearly there¡¦s big demand. Donna: What I was concerned about initially was the potential for vandalism of the pantry, or the tampering of the food inside.Thane: It sits on church property, and some claim that provides something of a blessing to the box and its contents. But the people who donate seem genuinely concerned with helping the needy. Jessica McClard was inspired to start the pantry after noticing how popular the Little Free Library boxes around town were with readers. Donna: It¡¦s worth pointing out the pantry stocks more than just food. Some people put toiletries in there, while others leave diapers. School supplies have been left there, too, which makes sense as a school is located across the street. Thane: And the Blessing Box in Ardmore Oklahoma and the Little Free Pantry in New Castle, Pennsylvania, are two examples of other free pantries that followed Fayetteville¡¦s lead.",2
"Christina: Kyra¡¦s birthday is next month; we should be good roommates and plan something fun. Robbie: We haven¡¦t gone bowling together since high school. How about bowling and a movie, just like back in the day? Christina: I¡¦m not sure Kyra will want to relive our school days. Remember her headgear? Robbie: Point taken. Do you have any better suggestions? Christina: I do. Have you ever gone to an escape room? Robbie: No, and I never will! You and Kyra should go without me. Christina: You don¡¦t want to go with us? Robbie: I would like to, but I¡¦m claustrophobic . Getting locked inside a room and working through puzzles in order to escape sounds like a deathtrap. Christina: Don¡¦t be so dramatic.The other day, you said you wished you could be a secret agent for a day. What happened to your sense of adventure? Robbie: Christina, don¡¦t you know I¡¦m all talk? Christina: It¡¦ll be fun! Everyone is saying escape rooms are the hottest alternative to movies because they¡¦re interactive Aren¡¦t you tired of sitting on a couch and watching a movie? Why not act out the movie and pretend to be the hero for an hour! Robbie: Only an hour? I guess it can¡¦t hurt to hear more about these escape rooms. What else do you know? Christina: That¡¦s the spirit! I admit some of the scenarios are scary. I found one escape room themed around a horror movie. That one would probably give me a few sleepless nights. However, I found a different escape room with large-scale environments. At this company, you¡¦re never locked inside a room. How does that sound? Robbie: That doesn¡¦t sound too bad. Christina: They have three different scenarios: zombies , Mafia, and haunted ship. I think you two doomsday fanatics will love this one ¡X¡§The world is a wasteland . Flesh-eating zombies roam every corner of Earth. Luckily, there is a cure. Unluckily, the evil doctor with the cure does not want to share it. Your team must break into the doctor¡¦s secret laboratory and save the world.¡¨Robbie: Cool, I¡¦ll do that. I¡¦m not sure Kyra will be interested in puzzles though. Christina: She doesn¡¦t like easy puzzles, but she loves tough competition. We¡¦ll be competing against other teams to beat the scenario. Trust me, she¡¦ll love this. Robbie: It¡¦s true she would do anything to win a competition. Christina: Exactly. I think we have a good chance of crushing the other teams. Okay, I¡¦ll go ahead and book the zombie scenario for her birthday weekend. The game costs $30 per person but the birthday girl can play for free. Robbie: Perfect, thanks roomie!",2
