,Catagory,Content,Similar_Label
4136,Taiwan News,"An episode of Joseph Rosendo???s Travelscope featuring Penghu County, produced with assistance from the Tourism Bureau, has been nominated for four Daytime Creative Arts Emmy Awards, the bureau said.Rosendo has won six Daytime Creative Arts Emmys for his travel shows, but this is the first time it has been nominated in four categories, said Shih Chao-hui (?????¡±???), director of the Tourism Bureau???s Los Angeles Office.The episode was aired in December last year on the US-based Public Broadcasting Service (PBS) channel.The program introduced North American viewers to the culture and attractions of Penghu, as well as the islands??? summer solstice festival in June last year.Rosendo traveled on and around the islands by scooter, yacht, bamboo raft and water-buffalo wagon, Shih said.Rosendo went fishing with locals, bid at an auction at Magong City???s Harbor No. 3 fish market, made dried fish and collected oysters at an oyster farm.He also visited Hsinchu???s Nanliao Port (????¡Â?), examined herb-collecting and incense making and interviewed artisans who use bovine dung to build.The bureau is confident that the episode will bring more US tourists to Taiwan, Shih said.Rosendo said he is grateful for Taiwan???s assistance making the program and that he was impressed by how friendly people were, the ease of transportation and the cuisine.",2
4243,Front Page,"The Executive Yuan yesterday approved two draft amendments to reduce pension benefits for political appointees and public employees, with the drafts outlining larger pension cuts than the Examination Yuan???s versions.The Executive Yuan approved a draft amendment to the Act Governing the Recompense for the Discharge of Special Political Appointees (?????????????????¡P???????¢F????) and a draft amendment to the Civil Servant and Teacher Insurance Act (?????????????????????), which differed from the amendments proposed by the Examination Yuan, although they all seek to phase out an 18 percent preferential savings rate for retired public employees, lower the income replacement rate, extend the retirement age and increase pension premium rates.In terms of retirement benefits for political appointees, the Executive Yuan???s amendment would lower the income replacement ratio by 15 percentage points over 15 years. The replacement ratio of ministerial-level appointees would be lowered from 65 percent to 50 percent and the replacement ratio of other appointees would be lowered from 75 percent to 60 percent.The Examination Yuan???s proposals seek smaller cuts, with the replacement ratio of ministerial-level appointees to be lowered from 65 percent to 55 percent over 10 years and that of other appointees to be lowered from 80 percent to 70 percent.In terms of phasing out the 18 percent preferential savings rate, the Executive Yuan???s version would exempt appointees who receive a monthly pension of less than NT$32,160, while the Examination Yuan???s proposal would allow ministerial appointees to retain the preferential rate should their income replacement rate drop to less than 55 percent over the course of pension reform and other appointees would retain the 18 percent saving rate should their income replacement rate drop to less than 70 percent.In terms of qualification for survivor benefits, the Executive Yuan???s proposal stipulates that underage children or the spouse of a deceased political appointee can receive half the monthly pension paid to the appointee, but the spouse must be aged 65 or older and had been married to the appointee for at least 15 years.The Examination Yuan???s version has similar requirements for survivor benefits, except that spouses would be entitled to the benefits if they are aged 55 or older and had been married for at least 10 years.In terms of civil servants??? and teachers??? pensions, the Executive Yuan???s proposal differs from the Examination Yuan???s only in the category of survivor benefits.The Examination Yuan???s amendment would entitle the widows or widowers of deceased civil servants or teachers to survivor benefits if they are aged 55 or older and had been married for at least two years, while the Executive Yuan???s version sets the age limit at 65 with a marriage duration of at least 15 years.The draft amendments prepared by the Executive Yuan and the Examination Yuan are to be jointly reviewed by the legislature.",2
4263,Business,"The Executive Yuan yesterday approved a draft act to allow fintech businesses to test their services and exempt them from legal restrictions for up to 18 months, a move expected to boost the nation???s fintech innovations.The bill is now awaiting approval by the legislature.The draft act would set up a ???regulatory sandbox,??? which would provide fintech businesses with an environment that allows them to experiment with new financial products and services through legal exemptions, with a few exceptions.Businesses expected to apply for the program include providers of digital insurance services, peer-to-peer lending, blockchain technology, identification verification technology, big data analytics, third-party payment systems and backend management systems, Financial Supervisory Commission Vice Chairman Cheng Cheng-mount (?????????) said.Businesses will be allowed to test their innovations in the ???sandbox??? for one year with an extension period of six months, Cheng said.To qualify, services and technologies should either improve the efficiency of financial services, lower operating cost or enhance consumer rights, he said.Authorities would review the experiments and help develop business opportunities for promising innovations, or revise regulatory frameworks to accommodate new forms of financial services, he added.The proposed ???sandbox??? protections do not exempt companies from money-laundering and consumer protection laws, and fintech businesses, especially providers of international third-party payment service, have to make sure that their operations are in full compliance with those laws, Cheng said.Start-ups interested in providing foreign-exchange services should seek permission from the central bank, Cheng added.???Innovative financial technologies could be a major driver of the financial industry, as well as other sectors, and Taiwan cannot afford to fall behind other countries in the development of financial technology, or it would risk its competitiveness and overall industrial development,??? Premier Lin Chuan (??????) said.Lin asked the commission to communicate with legislators to ensure a swift passage of the draft act.",2
4266,Business,"Major members of the Formosa Plastics Group (??¢X?????????), the nation???s largest industrial conglomerate, yesterday said they are planning to invest US$1 billion in its subsidiary in Vietnam.The fund is to accelerate construction of a US$10.5 billion steel plant owned by the subsidiary, Formosa Ha Tinh Steel Corp (??¢X???????????????????¢D?).The first blast furnace of the Vietnamese unit, previously scheduled to start production last year, is to begin operations by the end of the first half, the group said.The Formosa Ha Tinh Steel project is the largest foreign direct investment venture in Vietnam, and the new facility is expected to be the biggest integrated steel mill in Southeast Asia, data showed.The group???s main members??? Formosa Plastics Corp (??¢X??¢G??????), Nan Ya Plastics Corp (????????????), Formosa Chemicals & Fibre Corp (??¢X?????????) and Formosa Petrochemical Corp (??¢X?????????) ??? each hold an 11.432 percent stake in the Vietnamese unit.Based on shareholding ratios, each company is to pay nearly US$57.17 million in the first installment, according to separate filings with the Taiwan Stock Exchange.Formosa Taffeta Co (??????????¢D?), a textile affiliate, also holds a 3.847 percent stake in Formosa Ha Tinh Steel and plans to first invest US$19.23 million.The proposals still need approval from the boards of each company.The group???s plan was made nearly a year after Formosa Ha Tinh Steel was found to have polluted more than 200km of coastline in four Vietnamese provinces in April last year, which sparked public outrage across the nation.The group had apologized and agreed to pay US$500 million in compensation for those affected by the toxic spill.",2
4267,Business,"BMW AG yesterday stuck to a conservative profit forecast as chief executive Harald Krueger seeks patience to push through a transition to self-driving, electric cars.While rival Daimler AG upgraded its target to a ???significant??? gain this year, BMW kept its goal of a ???slight??? increase in earnings, according to a statement from the Munich-based company.BMW is to focus on its higher-end models in the coming years, including a new X7 sport utility vehicle (SUV), as it covers the steep costs of developing the vehicles of the future.???We expect start-up and marketing costs regarding new models to increase over the course of the year,??? BMW chief financial officer Nicolas Peter said in the statement, noting that spending on electric technologies and autonomous features would also be high. ???Short-term gain is not the decisive factor for us: we remain focused on sustainable, profitable growth.???Weighed down by rising expenses, BMW has maintained a cautious approach even after Daimler???s Mercedes-Benz surged past it in sales last year for the first time in more than a decade.The first steps of BMW seeking to fight back were evident in March, when Krueger outlined plans for 40 new and revamped models.The offensive includes the X2, a compact sport utility vehicle scheduled for next year, as well as the full-size X7.Selling more of the lucrative SUVs and top-of-the-line sedans ??? alongside the revamped bread-and-butter 5 Series ??? is vital as the manufacturer aims to boost profitability.BMW???s new flagship, the self-driving electric iNext, is due for release in 2021.The company???s profit from automaking rose 6.1 percent in the first quarter to 1.87 billion euros (US$2 billion) on the back of climbing sales, the automaker said in the statement, describing the growth as ???significant.??????Despite this stronger-than-expected start to the year, BMW has opted for a conservative approach,??? Natixis Securities analyst Georges Dieng said. ???We think there was room for a more upbeat message.???Research-and-development costs jumped 35 percent to 1.32 billion euros during the quarter. That hurt return on sales, which fell to 9 percent from 9.4 percent a year earlier.Unlike its competitors, BMW has chosen to add electric power trains to existing models rather than design specific electronic vehicles. The company says that approach puts it in a good position to react to changes in demand, as consumers to date have not shown much enthusiasm for ???green??? technology.",2
4278,Editorials,"When President Tsai Ing-wen (?????¡Ó???) first started teaching at National Chengchi University after returning to Taiwan from the UK in 1984, she often walked the corridors with her head down.After joining the bureaucracy, she served as Taiwan???s top negotiator in the talks about Taiwan???s accession to the General Agreement on Tariffs and Trade and the WTO, and she also served as Mainland Affairs Council minister, legislator and vice premier, but she always maintained the approach of a bureaucrat.It was not until she took over the chairmanship of the Democratic Progressive Party (DPP) in 2008 that she gradually gained experience as a manager and supervisor, but it was evident to all that she was neither a charismatic nor a creative politician.As a politician, she is conservative in her approach and her victory in last year???s presidential election was to a great extent the result of a changing context.The ongoing pension and judicial reforms as well as the transitional justice process are extremely difficult and complex issues. During the final years of the Qianlong emperor???s rule during China???s Qing Dynasty, the emperor???s favorite official, Heshen (??????), was accused of corruption. Since it was not an easy problem to solve, he left the matter to his son, the Jiaqing emperor, to deal with.When Tiberius Gracchus, a plebeian tribune in ancient Rome, tried to push for land reform, he sacrificed his life as he was beaten to death in a chaotic situation, a victim of reform. The Qianlong emperor and Gracchus were afraid that vested interests would counterattack, but because the two handled their problems differently, the end results were also different.During the rule of Zhao Kuangyin (?????????) ??? the Taizu emperor of the Song Dynasty ??? he suddenly dismissed many military leaders during a banquet. During the rule of Zhu Yuanzhang (??¡Ó??????) ??? the Hongwu emperor of the Ming Dynasty ??? many founding ministers with great achievements were killed. Although the two successfully wrested back power, their reigns were authoritarian and do not serve as good examples.The reformist Wang Anshi (?????????) pushed for reform during the Song Dynasty, but failed, as did the Qing Dynasty???s Guangxu emperor when he attempted to carry out his so-called ???100-day reforms.??? These examples all show how difficult reform can be.The most successful reform in Chinese history was statesman Shang Yang???s (??????) launch of a new legal system in the State of Qin during the Warring States period, and that was because the time and social conditions were ripe for the change.The Chinese Nationalist Party (KMT) government implemented a number of successful policies in Taiwan, such as the ???land to the tiller??? in 1953 and the introduction of the New Taiwan dollar at the rate of one NT dollar to 40,000 old dollars in 1949. However, it was only able to succeed thanks to the support of the military.In modern times, successful judicial reform and transitional justice in nations such as Germany, Spain and South Africa could all serve as good examples for Taiwan.Tsai???s reforms are moving in the right direction, but her administration is rather conservative in its approach, approval ratings are not high and the social conditions for reform are not ripe. As a result, she is frequently too cautious in her approach to reform and is only progressing gradually, which is probably the safest way at the moment.",2
4307,Bilingual Pages,"A: Do you ever get annoyed with modern bookshops?B: What do you mean?A: Well, my local bookstore has several cafes, sells handicrafts and even has live music performances. I just want to browse books.B: Honestly, you???re such a fuddy-duddy. They have to find ways to pull in a younger crowd.A: ???????????????????????????????????????????????????B: ?????¢G???????????????A: ????????????????????????????¢G???¢F????????????????????????????????????????????????????¢X¡Ó???????????????????¡P????B: ????¡Â???¡Ó??????????????¡Â???????????????????????????????????¡Â??????????????????????????????English ??¡Ó???: Chinese ??????: ",2
4311,Front Page,"The US Navy abandoned efforts to convict a Taiwan-born US Navy officer of spying for Taiwan or China, on Thursday striking a plea deal that instead portrays him as arrogant and willing to reveal military secrets to impress women.The agreement was a marked retreat from last year???s accusations that Lieutenant Commander Edward Lin (????????¡Â) gave or attempted to give classified information to representatives of a foreign government.However, it still appears to end the impressive military career of a man who immigrated to the US at 14.Lin joined the staff of an assistant secretary of the navy in Washington and was later assigned to a unit in Hawaii that flies reconnaissance aircraft.Lin, 40, now faces dismissal from the navy and up to 36 years in prison at his sentencing, scheduled for early next month.At the day-long court martial in Norfolk, Lin admitted that he failed to disclose friendships with people in Taiwan???s military and connected to its government.He also conceded that he shared defense information with women he said he was trying to impress. One of them is Janice Chen, an American registered in the US as a foreign agent of Taiwan???s government, specifically the Democratic Progressive Party.Lin said he and Chen often discussed news articles she e-mailed him about military affairs.He admitted that he shared classified information about the navy???s Pacific Fleet with her.He also divulged secrets to a woman named ???Katherine Wu,??? whom he believed worked as a contractor for the Ministry of Foreign Affairs. She was actually an undercover FBI agent.???I was trying to let her know that the military profession in the United States is an honorable and noble one,??? Lin told US Navy Commander Robert Monahan, the military judge.He said the military is less prestigious in Taiwan.Lin also had friends with other connections, including a woman living in China whom he met online, and a Chinese massage therapist who moved to Hawaii.Lin said he gave the massage therapist a ???large sum of money??? at one point, although he did not say why.He also admitted to lying to superiors about flying to Taiwan and planning to visit China.However, Lin said he did it only to avoid the bureaucracy that a US military official must endure when traveling to a foreign nation.???Sir, I was arrogant,??? he told Monahan.A navy news release about Lin???s attendance at his naturalization ceremony in Hawaii in December 2008 said he was 14 when he and his family left Taiwan.???I always dreamed about coming to America, the ???promised land,?????? Lin was quoted as saying. ???I grew up believing that all the roads in America lead to Disneyland.???",2
4354,World News,"Pakistani and Afghan officials yesterday accused each other of killing civilians after gunfire erupted near a major border crossing where Pakistani census officials were carrying out a count.The gunfight prompted Pakistani authorities to shut the Chaman border crossing, one of only two major crossing points along the disputed frontier, and threatens to exacerbate already tense relations between Islamabad and Kabul.???Afghan border police opened fire on FC [Frontier Corps] detailed for security of population census team,??? the Pakistani military said in a statement, adding that one civilian had been killed and 18 others, including four soldiers, injured.It accused Afghan officials of ???creating hurdles??? for census work in the area.However, Samim Khpalwak, spokesman for the governor of Afghanistan???s Kandahar Province, said that the Pakistani officials had strayed into the Afghan side of the border and were attempting to count people living there.???So far in the fighting, we have one Afghan civilian killed and three border police forces wounded,??? he told reporters, adding that the fighting was still ongoing, with ???dozens??? of Afghan security forces rushing to the scene.The two nations are divided by the ???Durand Line,??? a 2,400km frontier drawn by the British in 1896 and disputed by Kabul, which does not officially recognize it as an international border.Ethnic Pashtuns living along the border have traditionally paid it little heed, with villages straddling the frontier that have mosques and houses with one door in Pakistan and another in Afghanistan.The border is not the only area of dispute between the neighbors: Afghanistan has long accused Pakistan of sponsoring the Afghan Taliban, although Islamabad has said it provides the militants with safe haven as a ???lever??? to bring them to peace talks.Pakistan has also accused Afghanistan of harboring militants who carry out attacks in its territory.Pakistan in March embarked on the enormous task of conducting its first census in almost two decades.The fast-growing country is the sixth-most populous in the world, with an estimated 200 million people, but has not held a census since 1998, despite a constitutional requirement for one every decade.",2
4368,Front Page,"Lam Wing-kei (?????????), the former manager of Hong Kong-based Causeway Bay Books who was detained for eight months by Chinese agents and released in June last year, was quoted by Japanese media on Friday as saying that he plans to open a bookstore in Taiwan later this year.Lam has made several visits to Taiwan since his ordeal, most recently to attend the Taipei International Book Exhibition in February.???In terms of protection of quaternary sectors of the economy such as medicine, science and education, Hong Kong can???t be discussed on equal terms with Taiwan,??? Lam told the Nikkei newspaper in an interview.He said he aims to open the bookstore in the second half of the year, with the assistance of an anonymous Hong Kong-based democracy advocacy group.???The most important thing is finding the right people and the right location,??? Lam said, adding that he would not be involved in the day-to-day operations of the store, but would act as a consultant.???It???s more symbolic than anything else ??? symbolic of resistance, like what Causeway Bay Books was,??? he said.Lam said he is 90 percent sure about the plans to open a bookstore to Taiwan, adding: ???Taiwan could help Hong Kong by planting the seed of independence and a new philosophy.??????This ???independence??? is not just referring to political independence, but also spiritual independence,??? he said.Causeway Bay Books was popular with tourists in search of books banned in China. From October to December 2015, Lam and four other people associated with the bookstore went missing.One of the five, Gui Minhai (????¢X???¡P) ??? publisher and co-owner of Mighty Current (?¡P????), the parent company of Causeway Bay Books ??? remains in custody.Lee Bo (?????¢F), a major shareholder of the bookstore, was taken to China directly from Hong Kong on Dec. 30, prompting concerns that Beijing is tightening its grip on the semi-autonomous territory.",2
4430,Taiwan News,"The Executive Yuan yesterday said 98 government-made applications render their users highly vulnerable to hacking, adding that it would pull the apps from circulation if improvements are not made by the middle of the month.Only 20 apps out of a total of 144 made by the Executive Yuan???s subordinate agencies passed all tests conducted by its evaluators, an Executive Yuan inventory report to the Legislative Yuan Internal Administration Committee said.Of the remaining apps, 23 were found to have four to six vulnerabilities and 101 have one to three vulnerabilities, the report said.The 98 apps that failed the tests pose a ???high informational security risk??? and the National Development Council last month instructed agencies to improve them before the middle of this month.Those that fail to meet the deadline are to be pulled, Executive Yuan sources said.The apps that posed a low risk should be improved before the end of July, sources added.Apps with six vulnerabilities include the following: Tienkena???s Attack (??????????????????) by the National Science and Technology Museum, Mobile Water Manager (???????¢X???????) by Taiwan Water Corp (??¢X??¢G???????¢X?), Taiwan Railways eTicket (??¢X???e??????) by the Taiwan Railways Administration, Foreign Workers??? Little Assistant (????¡Ó?????¡P¢D?¢X???????) by the Workforce Development Agency and Accounting Mobile Go (??¡Ó?????????GO) by the Directorate-General of Budget, Accounting and Statistics.During the budget review for this fiscal year, lawmakers on the Internal Administration Committee passed a resolution that said the Executive Yuan must review its apps for potential vulnerabilities that could compromise state secrets or users??? privacy or financial information.According to the executive???s report, information security evaluations were conducted on the 144 apps that are available for download by 73 of its agencies.The evaluations were performed according to the Industrial Bureau???s ???guidelines for evaluating basic informational security of mobile applications,??? it said, adding that the apps were tested on 10 to 16 protocols, including on their management of sensitive data, connection security and the validity of digital certificates.The most common security issues were related to storage of sensitive data, vulnerabilities in software, invalid certificates for servers and others, the report said.The National Development Council is to draft new standards for information security, which all future government-made apps must meet before distribution, the Executive Yuan said.In addition, the Industrial Bureau is to incorporate informational security evaluation services into contracting guidelines for all agencies, it said.",2
4445,Business,"SERVICESSentiment index gainsThe service sector showed signs of improvement in March, with an index gauging industry sentiment indicating accelerated momentum, according to a survey conducted by the Commerce Development Research Institute. The survey showed that the index rose to 104, up 1 point from a month earlier, the Taipei-based think tank said in a statement on Friday. The institute said the index could show steady growth for last month as the sector continues to benefit from rising consumption resulting from continued outbound sales growth.SMARTPHONESHTC revenue downHTC Corp (?????????) on Friday reported consolidated revenue of NT$4.71 billion (US$156 million) for last month, down 18.03 percent year-on-year and 9.4 percent month-on-month as demand for its smartphones remained weak. During the first four months of the year, HTC???s revenue totaled NT$19.24 billion, down 6.5 percent from a year earlier, the company???s filing with the Taiwan Stock Exchange said. HTC is forecast to remain in the red for the first quarter. It is to release its financial results tomorrow. Net losses for last year totaled NT$10.56 billion.FREIGHTT3EX income up by 367.1%Freight forwarder and logistics operator T3EX Global Holdings Corp (??¢X?????????????????¡±???) reported its net income surged 367.1 percent year-on-year to NT$29.59 million in the first quarter, with earnings per share of NT$0.27. It attributed the increase to rising air and sea freight sales amid a gradual global economic recovery, as well as a better customer mix and improving operational efficiency. T3EX said it is upbeat about sales, as global trade is expected to continue to improve from last year.",2
4455,Editorials,"The government???s months-long talk of setting up a state investment corporation to promote, manage and finance emerging industries while addressing certain industrial concerns is likely to bear fruit soon.According to media reports last week, Premier Lin Chuan (??????) approved the appointment of former vice premier Wu Rong-i (?????????) as the corporation???s chairman. Lin adopted his economic policy advisers??? suggestion to have Asia Silicon Valley Development Agency chief investment officer David Weng (?????????) double as CEO of the new company.Based on the same reports, the government is to establish a preparatory office for the new national investment corporation by the end of this month.With initial paid-in capital of NT$250 million (US$8.28 million), the new company is to emphasize development of the so-called ???five plus two??? innovative industries: ???green??? energy, national defense, biotechnology, ???smart??? machinery and the Internet of Things, as well as promotion of a new agricultural paradigm and a circular economy. It will also focus on promising start-ups with valuable technologies.The company is expected to function as a kind of management consulting firm and manage three investment funds with a total value of NT$10 billion. As the government aims to partner with private investors and business leaders in operating this new investment corporation, it is to provide less than 40 percent of the initial investment in the company, with the remaining 60 percent or more to come from the private sector.It is now possible to piece together some facts about the national investment corporation, such as its operational model, shareholder structure and investment goals. As the government would not be the largest shareholder, it would likely be run by private-sector professionals to maximize returns and keep management flexible while minimizing bureaucratic indolence and inefficiency.The new institution is envisioned to become a major driver of industrial innovation, transformation and technological advancement. However, several details, such as the sources of capital, supervisory mechanisms, organizational regulations and post-investment management have yet to be fleshed out.There are still other questions and it is no wonder that some industry watchers have cast doubt on the effectiveness of the plan. For instance, as Taiwan already has a National Development Fund, which cooperates with local and foreign venture capital firms to finance Taiwanese start-ups, what would set apart the new corporation???s investment strategies and financial operations? Will there be an effective mechanism that can help coordinate the activities of the two to avoid overlapping with their investments? And will NT$10 billion be enough to achieve the goal of encouraging start-up growth?Even so, the plan promises to help local start-ups with strong potential that lack sufficient investment and mentorship to expand their operations. It also provides an opportunity for the nation to develop talented people that have strong investment expertise and an ability to help supervise fledgling companies.However, first the corporation will need to have a clear idea about what local industries need and what it can offer. It must also recruit a strong management team with access to potential investors.",2
4479,Bilingual Pages,"The technology for the URABat, an ultrafast rechargeable aluminum battery developed by the Industrial Technology Research Institute (ITRI), a leading technology research institution in Taiwan, has won a silver medal at the 2017 Edison Awards held in New York on April 20. The URABat was honored in the Energy & Sustainability/Power Source category at the awards.In the past two years, several private Taiwanese companies have been shortlisted for the awards, which were established in 1987. However this year is the first time that the ITRI has participated in the competition and been recognized with an award.Developed in collaboration with Stanford University since 2013, the URABat has achieved three breakthroughs, including finding the perfect combination of aluminum and graphite for the battery cell and making a battery cell that can be mass-produced for various needs and to various specifications.A 48V/1Ah aluminum battery installed in an electric bicycle for road tests acheived a full charge within 6 minutes, 20 times faster than conventional lead-acid batteries. The battery is made of highly stable graphite and aluminum materials and does not combust when damaged.The development of URABat was published in the journal Nature in 2015, and in 2016 it won the R&D; 100 Awards.???URABat is expected to offer a new power storage alternative that will have a huge impact on the world,??? said the head of the ITRI delegation, Dr. Yang Chang-chung, Deputy Division Director of ITRI???s Green Energy and Environment Research Labs.???There has never been a significant development in battery technology quite like the ITRI,??? commented Frank Bonafilia, executive director of the Edison Awards.TODAY???S WORDS ?????¢D??????1. rechargeable adj.??¡Â????????? (ke3 chong1 dian4 de5)2. aluminum n.??? (lu3)3. battery n.????¡Ó? (dian4 chi2)4. sustainability n.?¢X??????¡± (yong3 xu4 xing4)5. collaboration n.?????? (he2 zuo4)6. breakthrough n.?????? (tu2 po4)7. mass produce v. phr.?????¢F (liang4 chan3)(CNA, Translated by Lin Lee-kai)??¡Ó??¢X??¢G?¡±????????¡Ó????????¡P¢D?¢D???????????????¢F?????????????????¡Â??????????????????????¡Ó????(URABat)????????????????????¢D??????????????????????????????????????????????????????????¢X????????????¢D???????????????????????????????????????????????????????????????????????¢X??¢G???????¢X????????¢D???¢D?????????????¡P¢D?????¢F??????????????????????????¡Â??????URABat??¡Ó?¡P¢D?????¢F??????????????¡±???????????????????????¡P????????????????¡P??????????????????????????????¢X??????????¢F???????????¡Ó???????????????????????¢G?????????¡Â??¢D?????¡±??????????¡Ó???????????????¢F???????¡Ó??????????48V/1Ah??????????¡Ó?????¢G??????????????????????????¡Â?????????????????????¡±??????????¢G????????¡Â???????????????????????¡Ó?????¡Ó???????????????????URABat????¡Ó???¡Ó???????????????????¢F???????????¢G?????????????????¢G???????????????????URABat????????????????????????????????????????????????????????????????????????????????????????????¡±?¡±??????????????????????????????????????¡P¢D?????¢F???????????¢X?¢F??????????????????¡Â?????¡P?¢D????????????????URABat???????¢X???¡Â?????????????????¢X?????????????¢X?????????¢F????¢D???¡±??¡Ó???????????????????????¡P?????¢G?????????????¡P??¢F????????????????????????:???????¡Ó???????????????????????¡P¢D?????¢F????????????????????¡±???????????¢D?????????????????????",2
4488,Taiwan News,"Money saved from getting rid of preferential savings rate accounts for retired public employees should be plowed back into the nation???s pension funds, a teachers??? union said yesterday as the Legislative Yuan began review of bills on  reforming teachers??? pension.???There is only one criterion as we look at reform ??? whether or not any money that is saved is entirely plowed into the pensions funds,??? National Federation of Teachers Unions deputy secretary-general Lo Te-shui (?????¡P?¢X?) said.While the Executive Yuan???s reform proposal includes the critical provision, some versions proposed by Democratic Progressive Party legislators do not.A committee review of pension reform for civil servants last week struck out a similar provision from the government-sponsored bill, he added.Eliminating retirees??? access to preferential savings rate accounts offering above market interest rates is a major source of savings under government sponsored reform.However, because such interest is now paid out of the annual budgets of the retirees??? former agencies, the savings will not do much to stave off the pending bankruptcy of the pension funds without a specific mandate increasing proportional government contributions to the funds, he said.???We cannot accept pension reform which devolves into local governments skimming off profits from the cuts,??? he said.Legislation should codify government promises to set up new accounts within the pension funds to ensure that the savings are used to pay the pensions of future retirees, Lo said.He also criticized proposals that would allow the government to adjust pensions ??? without legislative approval ??? when changes to the government???s finances and the national economy require it.Only revisions tied to the consumer price index should be allowed, he said.???[Otherwise] this would probably lead to continual changes,??? Lo said. ???They could tamper with pensions almost at whim.???Union president Chang Hsu-cheng (?????????) called for more flexibility in determining teachers??? retirement age, saying that each teacher???s eligibility should be based on a combination of age and years of service rather than fixed at 60 years of age as the Executive Yuan???s bill stipulates.Absolute ceilings on the pension ???replacement ratios??? relative to teachers??? original salaries would discourage teachers from working longer, Chang said.As pension replacement ratios are calculated based on teachers??? years of service, the fixed ceilings would penalize any teachers who work longer than 35 years, he said.The union also called for Public Employee Insurance to be excluded from the pension ceiling on the grounds that its fund is not expected to go bankrupt anytime soon, unlike the teachers??? general pension fund.",2
4496,Taiwan News,"Environmentalists attending a public forum held by the Atomic Energy Council (AEC) yesterday criticized the council for what they said was its lax supervision of Taiwan Power Co (Taipower) regarding the company???s management of the Jinshan Nuclear Power Plant in New Taipei City???s Shihmen District (??????).Taipower on April 29 initiated a coastdown of the plant???s No. 2 reactor, allowing the power level to decrease from 100 to 75 percent, without informing the council.This has caused a scheduled overhaul of the reactor to be postponed for two weeks to the middle of next month, AEC Department of Nuclear Regulation division head Tsao Sung-nan (???????¢D?) said.The council last week set up an ad-hoc committee to investigate the incident.Yesterday???s forum was aimed at collecting opinions from non-governmental experts.AEC Department of Nuclear Regulation head Chang Shin (?????¢G) quoted Taipower as saying that the coastdown was done for ???distribution of electricity??? resons and not out of security concerns.???We immediately sent an official to examine the situation that day,??? Chang said, adding that Taipower has submitted an evaluation report about the incident, which was posted on the council???s Web site.However, many environmentalists at the forum doubted whether Taipower told the truth.The coastdown might implicate a security crisis that can be described as ???hitting the brake and the accelerator at the same time,??? said He Li-wei (?????????), a former researcher at the AEC Institute of Nuclear Energy Research.???[The coastdown] has extended [the reactor???s] operation for another 15 days, but did not generate any more electricity,??? He said, questioning the company???s motives.When asked how Taipower could initiate the coastdown without informing the council, Chang said ???the regulations [about coastdowns] might not be clear.???The council would prepare and publish an additional explanation to Article 10 of the Enforcement Rules for the Implementation of the Nuclear Reactor Facilities Regulation Act (??????????????????????????????????????¢X???), Chang added.Most of the information in Taipower???s evaluation report has been omitted due to the company???s confidentiality claims, Green Consumers??? Foundation chairman Jay Fang (??????) said.Chang said the committee has access to the full version of the report.The council would ask Taipower to consider whether it can reveal more information to the public, she added.???All opinions collected today will be delivered to the investigation committee,??? Chang said.",2
4501,Business,"Exports rose 9.4 percent to US$24.32 billion last month from a year earlier, with growth decelerating from March???s 13.2 percent, as demand for electronics used in smartphones and TVs slowed in China, the Ministry of Finance said yesterday.Despite inventory adjustments, outbound shipments are expected to continue expanding at a high single-digit percentage this month and beyond, amid a stable economic recovery worldwide, the ministry said.???Demand for smartphones and large-sized TVs turned out weaker than expected over the Labor Day sales season, prompting firms to adjust inventory,??? Department of Statistics Director-General Beatrice Tsai (?????????) said.The Chinese market accounted for 39.5 percent of Taiwanese exports and 50 percent of all electronics shipments, Tsai said.Electronics underpinned exports with a 31.4 percent contribution last month, led by demand for semiconductors, Tsai said, citing the ministry???s monthly report.Imports of semiconductor equipment rose 80.9 percent last month from a year earlier, indicating that growth momentum for semiconductors remain strong, Tsai said.Imports expanded at a faster pace of 23.5 percent to US$21.53 billion last month from a year earlier, shrinking the trade surplus to US$2.78 billion, a decrease of 41.9 percent from the same period last year, the report showed.The trend could help downsize the nation???s current account surplus, one of the main reasons the US Department of the Treasury keeps Taiwan on its currency monitoring list.Exports to all major trading partners rose and all product categories registered increases, with the exception of textile products due to a seasonal slowdown, the report said.Shipments to ASEAN markets gained faster momentum, rising 14.1 percent year-on-year to US$4.59 billion last month, the report said, as Taiwanese firms increasingly shift production activity to Southeast Asia.The migration has helped spur demand for Taiwanese machinery tools, which might receive a further boost as more manufacturers worldwide replace human labor with automation to improve productivity and cut labor costs, Tsai said.For the first four months of the year, exports expanded 13.6 percent to US$96.42 billion, while imports gained 22.1 percent to US$82.86 billion, the report said.The cumulative trade surplus amounted to US$13.56 billion, a drop of 20.4 percent from the same period last year.Tsai declined to speculate on inventory demand related to Apple Inc???s next-generation mobile devices, saying local firms have not given any clues and the ministry is not in a position to tell.Foreign-exchange volatility and growing competition from Chinese exporters pose downside risks, she said.",2
